text,annotations
this is an amazing place to try some roti rolls .,"[('roti rolls', 'food quality', 'positive', 'try')]"
i really recommend the very simple unda ( egg ) rolls .,"[('unda ( egg ) rolls', 'food quality', 'positive', 'recommend')]"
"delicate spices , onions , eggs and a kick - ass roti .","[('spices', 'food quality', 'positive', 'delicate')]"
amazing !,"[('null', 'food quality', 'positive', 'amazing')]"
"toons has recently been redone , so it ' s now a very attractive space .","[('toons', 'ambience general', 'positive', 'attractive')]"
"in an area sadly lacking in decent thai food , this is one of the best spots .","[('thai food', 'food quality', 'positive', 'decent')]"
"went here last night - nice decor , good service , but the food was surprisingly excellent .","[('decor', 'ambience general', 'positive', 'nice')]"
"the portions are huge , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .","[('portions', 'food style options', 'neutral', 'huge')]"
ca n ' t wait to go back .,"[('null', 'restaurant general', 'positive', 'null')]"
beef noodle soup is good as well .,"[('beef noodle soup', 'food quality', 'positive', 'good')]"
the service is good and the resturant is clean .,"[('service', 'service general', 'positive', 'good')]"
best taiwanese food in ny !,"[('taiwanese food', 'food quality', 'positive', 'best')]"
i have been to rao ' s probably 15 times the past 3 years and it keeps getting better .,"[(""rao ' s"", 'restaurant general', 'positive', 'better')]"
rao ' s has the best service and atmosphere in nyc .,"[('service', 'service general', 'positive', 'best')]"
good luck getting a table .,"[('null', 'restaurant miscellaneous', 'negative', 'null')]"
my roommate and i love this place .,"[('place', 'restaurant general', 'positive', 'love')]"
"we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .","[('outdoor seating', 'ambience general', 'positive', 'delight')]"
indoor was very cozy and cute .,"[('indoor', 'ambience general', 'positive', 'cozy')]"
"the portion sizes here are huge , and the sushi is good .","[('portion sizes', 'food style options', 'positive', 'huge')]"
staff is very accomodating .,"[('staff', 'service general', 'positive', 'accomodating')]"
"excellent dumplings served amid clean , chic decor .","[('dumplings', 'food quality', 'positive', 'excellent')]"
"i got the $ 10 10 - piece dim sum combo , every bite of which was great .","[('$ 10 10 - piece dim sum combo', 'food quality', 'positive', 'i')]"
but $ 1 for each small piece ? ? ?,"[('null', 'food prices', 'negative', 'null')]"
i wo n ' t go back unless someone else is footing the bill .,"[('null', 'restaurant prices', 'negative', 'null')]"
the decor is very simple but comfortable .,"[('decor', 'ambience general', 'positive', 'simple')]"
the food was delicious but do not come here on a empty stomach .,"[('food', 'food quality', 'negative', 'delicious')]"
the portions are small but being that the food was so good makes up for that .,"[('portions', 'food style options', 'negative', 'small')]"
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert .,"[('crabmeat lasagna', 'food quality', 'positive', 'out of this world')]"
the staff there is very attentive and down to earth .,"[('staff', 'service general', 'positive', 'attentive')]"
i loved it and would go again .,"[('null', 'restaurant general', 'positive', 'loved')]"
great indian food and the service is incredible .,"[('indian food', 'food quality', 'positive', 'great')]"
the owner truly caters to all your needs .,"[('owner', 'service general', 'positive', 'null')]"
"when family came in he gave them apps to test their palets , and then ordered for them .","[('null', 'service general', 'positive', 'null')]"
everyone was more then happy with his choices .,"[('null', 'service general', 'positive', 'happy')]"
great food and the prices are very reasonable .,"[('food', 'food quality', 'positive', 'great')]"
the food here does a great service to the name ( cantonese that is . . . ) .,"[('food', 'food quality', 'positive', 'great')]"
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .,"[('egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork', 'food quality', 'positive', 'love')]"
"try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .","[('congee', 'food quality', 'positive', 'null')]"
simply some good tasting chinese food at incredible prices . . .,"[('chinese food', 'food quality', 'positive', 'good tasting')]"
service is not what you are coming here for . . .,"[('service', 'service general', 'negative', 'null')]"
"whoever the jazz duo was , they were on point .","[('jazz duo', 'ambience general', 'positive', 'on point')]"
"good music , great food , speedy service affordable prices .","[('music', 'ambience general', 'positive', 'good')]"
even the wine by the glass was good .,"[('wine by the glass', 'drinks quality', 'positive', 'good')]"
"its a little out of the way if you do n ' t live in the neighborhood , but definitely worth the trip from wherever you are .","[('null', 'location general', 'negative', 'null')]"
consistently good japanese tapas .,"[('japanese tapas', 'food quality', 'positive', 'good')]"
always good drinks and service is pretty good ;,"[('drinks', 'drinks quality', 'positive', 'good')]"
atmosphere is nice and relaxed too . . .,"[('atmosphere', 'ambience general', 'positive', 'nice')]"
a great place to meet up for some food and drinks . . .,"[('place', 'restaurant miscellaneous', 'positive', 'great')]"
yakitori ( bbq meats ) is tasty too .,"[('yakitori ( bbq meats )', 'food quality', 'positive', 'tasty')]"
"if you do n ' t mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .","[('fish', 'food quality', 'negative', 'low quality')]"
price and quality of fish alone will keep us from making a return visit .,"[('null', 'restaurant general', 'negative', 'null')]"
was n ' t going to share but i feel obligated . . . while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .,"[('chef', 'food quality', 'negative', 'null')]"
no thanks ! ! !,"[('null', 'restaurant general', 'negative', 'null')]"
"this place , which is only a few months old , is perhaps queens ' biggest secret !","[('place', 'restaurant general', 'positive', 'null')]"
"fabulous decor - makes you feel like you ' re in a trendy manhattan restaurant , very very good food , cheaply - priced , generally friendly staff , and if you ' re a manhattanite , or spend most of your time in manhattan , rice avenue will make you feel at home . . . . . very soho / village / upper west side minus the expensive prices and pretentious clientele . . . . . all on roosevelt avenue !","[('decor', 'ambience general', 'positive', 'fabulous')]"
we were seated outside and the waiter spilled red wine and hot tea on myself and my date .,"[('waiter', 'service general', 'negative', 'null')]"
we were then shooed inside .,"[('null', 'service general', 'negative', 'shooed')]"
"one would think we ' d get an apology or complimentary drinks - instead , we got a snobby waiter would n ' t even take our order for 15 minutes and gave us lip when we asked him to do so .","[('waiter', 'service general', 'negative', 'snobby')]"
"we left , never to return .","[('null', 'restaurant general', 'negative', 'null')]"
"with so many good restaurants on the uws , i do n ' t need overpriced food , absurdly arrogant wait - staff who do n ' t recognize they work at a glorified diner , clumsy service , and management that does n ' t care .","[('food', 'food prices', 'negative', 'overpriced')]"
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,"[('service', 'service general', 'negative', 'disappointed')]"
baluchi ' s has solid food and a nice decor at reasonable prices .,"[(""baluchi ' s"", 'restaurant prices', 'positive', 'reasonable')]"
the only problem is that the manager is a complete incompetent .,"[('manager', 'service general', 'negative', 'incompetent')]"
he offers subpar service and has no personality .,"[('service', 'service general', 'negative', 'subpar')]"
"in fact , it appears he is going to go postal at any moment .","[('null', 'service general', 'negative', 'null')]"
there is no excuse for such lousy service !,"[('service', 'service general', 'negative', 'lousy')]"
i have never before eaten 40 pieces of relatively good nigiri .,"[('nigiri', 'food quality', 'neutral', 'good')]"
you can do it here .,"[('null', 'food style options', 'positive', 'null')]"
$ 20 for all you can eat sushi can not be beaten .,"[('all you can eat sushi', 'food prices', 'positive', 'beaten')]"
"i went to areo on a sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .","[('areo', 'restaurant general', 'positive', 'enjoyable')]"
"most of the servers are very attentive , friendly and quite attractive .","[('servers', 'service general', 'positive', 'attentive')]"
"the vibe is very relaxed and cozy , service was great and the food was excellent !","[('vibe', 'ambience general', 'positive', 'relaxed')]"
