text,annotations
i would buy this for myself as well .,"[('null', 'laptop general', 'positive', 'null')]"
"i wish the camera was a little better , but it ' s great otherwise .","[('camera', 'multimedia devices general', 'negative', 'null')]"
"i do like it , just now that i had time to use it in preparing for my exams , the following was observed : -","[('null', 'laptop general', 'positive', 'like')]"
battery life sucks .,"[('battery life', 'battery general', 'negative', 'sucks')]"
the camera sucks .,"[('camera', 'multimedia devices general', 'negative', 'sucks')]"
this is nice for the price and has good speed .,"[('null', 'laptop price', 'positive', 'nice')]"
this laptop exceeds my expectations for a mid - price laptop .,"[('laptop', 'laptop general', 'positive', 'null')]"
the only problem is that certain streaming video applications freeze up in windows 10 and i can not remember how i resolved the problem on my old laptop .,"[('streaming video applications', 'software general', 'negative', 'null')]"
"the customer support rep at amazon was of no help , though he did try .","[('customer support rep', 'support general', 'neutral', 'null')]"
i use this laptop for work .,"[('laptop', 'laptop general', 'neutral', 'null')]"
"otherwise , it ' s a good computer .","[('computer', 'laptop general', 'positive', 'good')]"
it ' s pretty fast even with heavy use and multiple applications running at once .,"[('null', 'laptop operation performance', 'positive', 'fast')]"
"love the laptop ; great quality ; sent as expected , on time .","[('laptop', 'laptop general', 'positive', 'love')]"
it is far and away the best i ' ve ever had .,"[('null', 'laptop general', 'positive', 'best')]"
fantastic computer .,"[('computer', 'laptop general', 'positive', 'fantastic')]"
the programs run great with no lag time .,"[('programs', 'software general', 'positive', 'great')]"
battery lasts for quite sometime .,"[('battery', 'battery operation performance', 'positive', 'null')]"
it ' s not real fast and it doesn ' t have a lot of storage .,"[('null', 'laptop operation performance', 'negative', 'null')]"
i don ' t ask much of a laptop so i am happy with it .,"[('laptop', 'laptop general', 'positive', 'happy')]"
"it ' s fast , connects quickly to wifi , and the screen is quite nice .","[('null', 'laptop operation performance', 'positive', 'fast')]"
i liked the fact that lenovo came with the microsoft programs on it .,"[('lenovo', 'laptop design features', 'positive', 'liked')]"
"the only problem that i have found about lenovo is that it comes with a program called migration , which is supposed to migrate your things from your old computer to your new computer .","[('migration', 'software design features', 'negative', 'null')]"
no problems with this computer .,"[('computer', 'laptop general', 'positive', 'null')]"
i enjoy that it has 10 key .,"[('null', 'laptop design features', 'positive', 'enjoy')]"
fast to start up .,"[('start up', 'laptop operation performance', 'positive', 'fast')]"
for reference : ive had this laptop for about 4 months now for my first year at college .,"[('laptop', 'laptop general', 'neutral', 'null')]"
"if all you are looking for is a reliable laptop to write papers on or to browse the web , this is good .","[('laptop', 'laptop general', 'positive', 'reliable')]"
youtube works well on here .,"[('youtube', 'software operation performance', 'positive', 'well')]"
"runs great - however , i just tried to upload my small adventure videos and the built in video player stops mid video about 10 seconds in - audio continues .","[('null', 'laptop operation performance', 'positive', 'great')]"
battery life is horrible though .,"[('battery life', 'battery operation performance', 'negative', 'horrible')]"
easy to use and set up .,"[('set up', 'laptop usability', 'positive', 'easy')]"
sorry not a fan of windows 10 .,"[('windows 10', 'os general', 'negative', 'null')]"
nice little laptop .,"[('laptop', 'laptop general', 'positive', 'nice')]"
"nice laptop for every day use , with some extra features .","[('laptop', 'laptop general', 'positive', 'nice')]"
"my only issue is that the fan is very noisy and gets stuck at times , causing worry about the laptop getting overheated .","[('fan', 'fans cooling operation performance', 'negative', 'noisy')]"
"i am very much in the causal gamer category , sims 4 being probably the most taxing ( on the system ) game i will play , and it seems to be running it just fine .","[('null', 'laptop operation performance', 'positive', 'fine')]"
really happy with this laptop !,"[('laptop', 'laptop general', 'positive', 'happy')]"
i just received this product about an hour or so ago .,"[('product', 'laptop general', 'neutral', 'null')]"
i have yet to update the drives on it or try a game but so far its a good machine .,"[('machine', 'laptop general', 'positive', 'good')]"
i recommend buying it .,"[('null', 'laptop general', 'positive', 'recommend')]"
very nice i love it it work very well even i instal gta 5 it run but not enoght video card mb but run at all,"[('null', 'laptop operation performance', 'positive', 'nice')]"
very good purchase .,"[('null', 'laptop general', 'positive', 'good')]"
the price was great during prime days .,"[('null', 'laptop price', 'positive', 'great')]"
works well so far .,"[('null', 'laptop operation performance', 'positive', 'well')]"
"price and product , outstanding .","[('product', 'laptop price', 'positive', 'outstanding')]"
i like the size but dislike the battery life .,"[('null', 'laptop design features', 'positive', 'like')]"
still learning but it ' s a good computer and a great deal,"[('computer', 'laptop general', 'positive', 'good')]"
"it look like a professional laptop but overrall get this laptop you wo n ' t regret it , no negativity about it","[('null', 'laptop general', 'positive', 'null')]"
great computer for the price,"[('computer', 'laptop price', 'positive', 'great')]"
works well .,"[('null', 'laptop operation performance', 'positive', 'well')]"
"great laptop , very quick and efficient for work and casual gaming , got over 200 fps for steam games .","[('laptop', 'laptop general', 'positive', 'great')]"
great speed and storage .,"[('null', 'laptop operation performance', 'positive', 'great')]"
i ' ve had it since may and enjoy it,"[('null', 'laptop general', 'positive', 'enjoy')]"
"1 , the touchscreen stopped working after 6 months for finger presses .","[('touchscreen', 'display operation performance', 'negative', 'null')]"
samsung keeps telling me that the serial number is invalid .,"[('samsung', 'support general', 'neutral', 'null')]"
samsung ' s warranty process was not working properly for this device .,"[(""samsung ' s warranty"", 'warranty general', 'negative', 'null')]"
when i called they would not accept the serial number .,"[('null', 'support general', 'negative', 'null')]"
don ' t buy it .,"[('null', 'laptop general', 'negative', 'null')]"
"do not buy it like me , a samsung fan .","[('null', 'laptop general', 'negative', 'null')]"
this device ( and its brother the plus ) has a grave hardware flaw that causes the touchscreen to move on its own .,"[('hardware', 'hardware operation performance', 'negative', 'flaw')]"
i got a replacement unit and it had the same issue .,"[('unit', 'laptop operation performance', 'negative', 'null')]"
samsung has not been helpful in getting this fixed .,"[('samsung', 'company operation performance', 'negative', 'not been helpful')]"
it makes the entire device unusable .,"[('device', 'laptop usability', 'negative', 'unusable')]"
"ridiculous for something so expensive , some internet research shows numerous people having this issue .","[('null', 'laptop price', 'negative', 'ridiculous')]"
"i like everything about the device , but the beautiful touchscreen ended up malfunctioning about 6 - months after purchase .","[('device', 'laptop general', 'positive', 'like')]"
samsung rma ' d the device to replace the screen .,"[('samsung', 'support operation performance', 'neutral', 'null')]"
the solution i am trying for now is to disable the touch screen .,"[('touch screen', 'display quality', 'neutral', 'null')]"
hot / dead pixels on screen after 4 months use .,"[('screen', 'display quality', 'negative', 'null')]"
the pro worked great until now .,"[('pro', 'laptop operation performance', 'positive', 'great')]"
"now there are pixels on the screen not working , and they are multiplying .","[('screen', 'display quality', 'negative', 'null')]"
the pixels are currently stuck .,"[('pixels', 'display operation performance', 'negative', 'stuck')]"
"i will see if samsung honors their warrnty , if so , i will probably change / update this review .","[('samsung', 'company general', 'neutral', 'null')]"
"the chromebook is an amazing product with one huge glaring flaw - you can not use the sd card with any android apps , nor use android apps with wifi tethering or anything reaching ` ` outside the sandbox ` ` .","[('chromebook', 'laptop general', 'positive', 'amazing')]"
